respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Выберите язык,Возраст (количество полных лет),Пол,На каком предприятии Вы работаете?,,"Укажите компанию, в которой Вы работаете:",,К какой категории сотрудников Вы относитесь?,"Я испытываю напряжение, мне не по себе","Мне страшно. Кажется, будто что-то ужасное может вот-вот случиться",Беспокойные мысли крутятся у меня в голове,Я легко могу сесть и расслабиться,Я испытываю внутреннее напряжение или дрожь,"Я испытываю неусидчивость, словно мне постоянно нужно двигаться",У меня бывает внезапное чувство паники,"То, что приносило мне большое удовольствие, и сейчас вызывает у меня такое же чувство",Я способен рассмеяться и увидеть в том или ином событии смешное,Я чувствую себя бодрым,"Мне кажется, что я стал все делать очень медленно",Я не слежу за своей внешностью,"Я считаю, что мои дела (занятия, увлечения) могут принести мне чувство удовлетворения","Я могу получить удовольствие от хорошей книги, фильма, радио- или телепрограммы",Нуждаетесь ли Вы в психологической помощи?,"По вашему мнению, нуждаются ли ваши близкие в психологической помощи?","Знакомы ли вы с программой ERG Balance, программой психологической поддержки работников Группы?     ",Что бы вы хотели видеть в программе психологической поддержки работников Группы?,Жасы (толық жас саны),Сіздің жынысыңыз,На каком предприятии Вы работаете?,,Қандай компанияда жұмыс істейтініңізді көрсетіңіз,,Сіз қызметкерлердің қай санатына жатасыз?,"Мен қобалжушылықты сезінем, өзімді жайсыз сезінемін",Маған қорқынышты. Қорқынышты нәрсе болуы мүмкін сияқты,Басыма мазасыз ойлар келеді,"Мен отырып, бойымды еркін ұстай аламын",Мен ішкі қобалжуды немесе қорқынышты сезінемін,"Мен орнықсыздықты сезінемін, үнемі қозғалыста болуым керек сияқты",Менде кенеттен үрей пайда болады,"Бұрын маған үлкен рахат сыйлаған нәрсе, қазір де сондай сезімді сыйлайды",Мен күле аламын және сол немесе басқа оқиғада күлкілі нәрсені көре аламын,Мен өзімді сергек сезінемін,"Менің ойымша, мен бәрін өте баяу істей бастадым",Мен сыртқы келбетімді қадағаламаймын,"Менің істерім (іс-әрекеттерім, әуесқойлығым) маған қанағат сезімін сыйлайды деп санаймын","Мен жақсы кітап, фильм, радио немесе теледидар бағдарламасынан ләззат ала аламын",Сізге психологиялық көмек қажет пе?,Сіздің ойыңызша жақындарыңыз психологиялық көмекке мұқтаж ба?,Сіз ERG қызметкерлеріне психологиялық қолдау көрсету ERG Balance бағдарламасымен таныссыз ба?,ERG қызметкерлеріне психологиялық қолдау көрсету бағдарламасында не көргіңіз келеді?
118682594303,457631337,09/02/2024 03:32:10 PM,09/02/2024 03:40:03 PM,82.200.198.99,,,,,Русский,28,Женщина,Алюминий Казахстана (КБРУ),,,,Специалист,совсем не испытываю,совсем не испытываю,только иногда,"наверное, это так",иногда,совсем не испытываю,не так уж часто,"наверное, это так","наверное, это так",практически все время,иногда,"я слежу за собой так же, как и раньше","да, но не в той степени, как раньше",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682595936,457631337,09/02/2024 03:36:50 PM,09/02/2024 03:40:03 PM,37.208.46.154,,,,,Русский,44,Женщина,ССГПО,,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,"наверное, это так",иногда,совсем не испытываю,совсем не бывает,"наверное, это так","определенно, это так",иногда,иногда,"я не уделяю этому столько времени, сколько нужно","значительно меньше, чем раньше",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682596749,457631337,09/02/2024 03:38:58 PM,09/02/2024 03:39:34 PM,37.230.251.106,,,,,Русский,34,Женщина,Офисы Астаны,,ТОО «Евразийская Группа»,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118682596293,457631337,09/02/2024 03:37:45 PM,09/02/2024 03:39:32 PM,178.170.236.72,,,,,Русский,34,Женщина,КЭЗ,,,,Специалист,совсем не испытываю,совсем не испытываю,время от времени,"наверное, это так",совсем не испытываю,совсем не испытываю,не так уж часто,"определенно, это так","определенно, это так",практически все время,совсем нет,"я не уделяю этому столько времени, сколько нужно","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682596684,457631337,09/02/2024 03:36:35 PM,09/02/2024 03:39:22 PM,37.208.46.154,,,,,Русский,38,Женщина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118682596816,457631337,09/02/2024 03:38:57 PM,09/02/2024 03:39:20 PM,37.208.46.154,,,,,Русский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118682596493,457631337,09/02/2024 03:37:56 PM,09/02/2024 03:38:56 PM,89.218.47.83,,,,,Русский,25,Женщина,"Транспортная Группа (ТОО ""ТрансКом"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118682595684,457631337,09/02/2024 03:36:10 PM,09/02/2024 03:38:34 PM,37.208.46.154,,,,,Русский,28,Женщина,ССГПО,,,,Специалист,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,не так уж часто,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682595672,457631337,09/02/2024 03:36:03 PM,09/02/2024 03:38:10 PM,37.208.46.154,,,,,Русский,23,Женщина,ССГПО,,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,"наверное, это так",иногда,совсем не испытываю,совсем не бывает,"наверное, это так","определенно, это так",иногда,часто,"может быть, я стал меньше уделять этому внимания","да, но не в той степени, как раньше",часто,Да,Да,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118682594243,457631337,09/02/2024 03:31:17 PM,09/02/2024 03:37:59 PM,109.201.56.117,,,,,Русский,38,Женщина,Сервисный центр ERG,,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,лишь изредка это так,иногда,"наверное, это так",не так уж часто,"определенно, это так","определенно, это так",иногда,иногда,"я не уделяю этому столько времени, сколько нужно","точно так, как и обычно",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118682593652,457631337,09/02/2024 03:30:11 PM,09/02/2024 03:37:33 PM,37.208.46.154,,,,,Русский,31,Мужчина,ССГПО (АУ),,,,Специалист,"время от времени, иногда","да, это так, но страх не очень сильный",большую часть времени,лишь изредка это так,иногда,"наверное, это так",не так уж часто,лишь в очень малой степени это так,лишь в очень малой степени это так,иногда,часто,"может быть, я стал меньше уделять этому внимания","значительно меньше, чем раньше",редко,Да,Да,Да,Индивидуальный психолог с высокой квалификацией,,,,,,,,,,,,,,,,,,,,,,,,,
118682594177,457631337,09/02/2024 03:32:09 PM,09/02/2024 03:37:27 PM,212.154.179.150,,,,,Русский,23,Женщина,Казхром (Донской ГОК),,,,Рабочий,часто,"да, это так, но страх не очень сильный",большую часть времени,лишь изредка это так,часто,"наверное, это так",довольно часто,лишь в очень малой степени это так,лишь в очень малой степени это так,очень редко,часто,"я не уделяю этому столько времени, сколько нужно","да, но не в той степени, как раньше",очень редко,Да,Да,Да,"умение управлять стрессом, тревогой, паникой, эмоциями",,,,,,,,,,,,,,,,,,,,,,,,,
